Date,Species,10th Percentile,90th Percentile,Minimum,Maximum,Mean,56-'59 AVERAGE,60-'69 AVERAGE,70-'79 AVERAGE,80-'89 AVERAGE,90-'99 AVERAGE,2000-2009 AVERAGE,2010-2020 AVERAGE,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Current Year
16-Jun,Steelhead,0.00,0.24,0.00,0.92,0.07,0.00,0.00,0.06,0.25,0.29,0.04,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.48,0.00,0.00,0.89,0.00,0.00,0.92,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.24,0,0.24,0,0
17-Jun,Steelhead,0.00,0.33,0.00,1.19,0.09,0.00,0.00,0.06,0.28,0.41,0.04,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.48,0.00,0.00,1.19,0.00,0.32,0.92,0.00,0.00,0.61,0.00,0.00,0.91,0.00,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,0.24,0.00,0.00,0,0.24,0,0.24,0,0
18-Jun,Steelhead,0.00,0.33,0.00,1.19,0.10,0.00,0.00,0.09,0.28,0.44,0.04,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.48,0.00,0.00,1.19,0.00,0.32,0.92,0.00,0.00,0.92,0.00,0.00,0.91,0.00,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,0.24,0.00,0.00,0,0.24,0,0.24,0,0
19-Jun,Steelhead,0.00,0.48,0.00,1.24,0.13,0.00,0.00,0.12,0.33,0.48,0.04,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.61,0.00,0.48,0.00,0.00,0.00,0.00,0.48,0.00,0.00,1.19,0.00,0.32,0.92,0.00,0.00,1.24,0.00,0.00,0.91,0.00,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,,,,0.00,0.37,0.00,0.24,0.00,0.00,0,0.24,0,0.24,0,0
20-Jun,Steelhead,0.00,0.52,0.00,1.24,0.14,0.00,0.00,0.12,0.38,0.53,0.04,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.61,0.00,0.94,0.00,0.00,0.00,0.00,0.48,0.00,0.00,1.19,0.00,0.54,1.23,0.00,0.00,1.24,0.00,0.00,0.91,0.00,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,,,,0.00,0.37,0.00,0.24,0.00,0.00,0,0.24,0,0.24,0,0
21-Jun,Steelhead,0.00,0.57,0.00,1.55,0.17,0.00,0.00,0.12,0.43,0.64,0.04,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.61,0.00,0.94,0.00,0.00,0.00,0.49,0.48,0.00,0.00,1.19,0.00,0.86,1.23,0.44,0.00,1.55,0.00,0.00,0.91,0.00,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,,,,0.00,0.37,0.00,0.24,0.00,0.00,0,0.24,0,0.24,0,0
22-Jun,Steelhead,0.00,0.61,0.00,2.48,0.20,0.00,0.00,0.12,0.49,0.80,0.04,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.61,0.00,0.94,0.00,0.00,0.61,0.49,0.48,0.00,0.00,1.19,0.37,0.86,1.23,0.44,0.00,2.48,0.00,0.00,1.22,0.00,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,,,,0.00,0.37,0.00,0.24,0.00,0.00,0,0.24,0,0.24,0,0
23-Jun,Steelhead,0.00,0.92,0.00,2.48,0.24,0.00,0.00,0.12,0.74,0.80,0.04,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.61,0.00,0.94,1.76,0.00,0.61,0.98,0.48,0.00,0.00,1.49,0.37,0.86,1.23,0.44,0.00,2.48,0.00,0.00,1.22,0.00,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,,,,0.00,0.37,0.00,0.49,0.00,0.00,0,0.24,0,0.24,0,0
24-Jun,Steelhead,0.00,0.97,0.00,2.79,0.28,0.00,0.00,0.15,0.83,0.87,0.04,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.61,0.00,0.94,1.76,0.00,1.23,0.98,0.48,0.00,0.00,1.79,0.37,0.86,1.23,0.44,0.45,2.79,0.00,0.00,1.22,0.00,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,,,,0.00,0.37,0.00,0.49,0.00,0.35,0,0.24,0,0.24,0,0
25-Jun,Steelhead,0.00,1.14,0.00,2.79,0.31,0.00,0.00,0.15,0.92,0.92,0.07,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.61,0.00,0.94,2.05,0.00,1.23,1.59,0.48,0.00,0.00,1.79,0.37,0.86,1.23,0.44,0.45,2.79,0.00,0.00,1.67,0.00,0.20,0.00,0.00,0.34,0.00,0.00,0.00,0.00,,,,0.17,0.37,0.00,0.49,0.00,0.35,0,0.24,0,0.24,0,0
26-Jun,Steelhead,0.00,1.14,0.00,3.50,0.36,0.00,0.00,0.15,1.10,0.99,0.09,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.61,0.00,0.94,3.50,0.00,1.54,1.59,0.48,0.00,0.00,1.79,0.37,0.86,1.23,0.44,0.45,2.79,0.28,0.00,2.13,0.00,0.41,0.00,0.00,0.34,0.00,0.00,0.00,0.00,,,,0.40,0.37,0.00,0.85,0.00,0.35,0,0.24,0,0.24,0,0
27-Jun,Steelhead,0.00,1.52,0.00,4.39,0.44,0.00,0.00,0.30,1.43,0.99,0.12,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.62,0.00,0.00,0.00,0.00,0.00,0.00,0.29,1.35,0.61,0.00,2.12,4.39,0.00,2.38,1.59,0.92,0.00,0.00,1.79,0.37,0.86,1.23,0.44,0.45,2.79,0.28,0.00,2.13,0.00,0.41,0.00,0.00,0.34,0.00,0.22,0.00,0.00,,,,0.62,0.37,0.00,0.85,0.00,0.35,0,0.24,0,0.24,0,0
28-Jun,Steelhead,0.00,1.60,0.00,5.27,0.50,0.00,0.00,0.38,1.64,1.08,0.12,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.23,0.00,0.00,0.00,0.00,0.00,0.00,0.29,1.61,0.61,0.00,2.42,5.27,0.00,2.99,1.59,0.92,0.00,0.00,2.08,0.37,0.86,1.23,0.44,0.45,2.79,0.28,0.22,2.74,0.00,0.41,0.00,0.00,0.34,0.00,0.22,0.00,0.00,,,,0.62,0.37,0.00,0.85,0.00,0.35,0,0.24,0,0.24,0,0
29-Jun,Steelhead,0.00,2.02,0.00,5.58,0.55,0.00,0.00,0.50,1.79,1.14,0.12,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.84,0.00,0.00,0.00,0.00,0.00,0.00,0.29,2.15,0.61,0.00,3.34,5.58,0.00,2.99,1.87,0.92,0.00,0.00,2.08,0.37,0.86,1.23,0.44,0.76,2.79,0.28,0.22,3.02,0.00,0.41,0.00,0.00,0.34,0.00,0.22,0.00,0.00,,,,0.62,0.37,0.00,0.85,0.00,0.35,0,0.24,0,0.24,0,0
30-Jun,Steelhead,0.00,2.07,0.00,6.75,0.62,0.00,0.00,0.50,2.09,1.14,0.14,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.84,0.00,0.00,0.00,0.00,0.00,0.00,0.29,2.15,0.61,0.00,4.55,6.75,0.00,2.99,1.87,1.21,0.00,0.00,2.34,0.37,0.86,1.23,0.44,0.76,2.79,0.28,0.22,3.02,0.00,0.41,0.00,0.00,0.34,0.00,0.39,0.00,0.00,,,,0.85,0.37,0.00,1.21,0.00,0.81,0.25,0.24,0,0.24,0,0
01-Jul,Steelhead,0.00,2.28,0.00,8.53,0.71,0.00,0.00,0.62,2.27,1.24,0.17,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.14,0.00,0.00,0.00,0.00,0.00,0.00,0.29,3.04,0.61,0.00,4.55,8.53,0.00,2.99,1.87,1.21,0.00,0.00,2.34,0.37,0.86,1.23,0.44,0.76,2.79,0.70,0.22,3.65,0.00,0.41,0.00,0.00,0.34,0.22,0.39,0.00,0.00,,,,0.85,0.37,0.00,1.21,0.37,1.75,0.25,0.24,0,0.24,0,0
02-Jul,Steelhead,0.00,2.28,0.00,9.73,0.78,0.00,0.00,0.68,2.42,1.27,0.20,0.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.14,0.00,0.00,0.00,0.00,0.00,0.00,0.29,3.60,0.61,0.00,4.55,9.73,0.00,3.29,1.87,1.21,0.00,0.00,2.34,0.37,0.86,1.23,0.44,0.76,2.79,0.70,0.22,3.95,0.00,0.41,0.00,0.00,0.34,0.22,0.60,0.00,0.00,,,,1.19,0.37,0.24,1.21,0.37,1.98,0.25,1.33,0,0.24,0,0
03-Jul,Steelhead,0.00,2.98,0.00,11.56,0.90,0.00,0.00,0.74,2.97,1.34,0.27,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.77,0.00,0.00,0.00,0.00,0.00,0.00,0.29,3.60,0.61,0.00,5.47,11.56,0.00,3.86,2.32,1.54,0.59,0.00,3.23,0.37,0.86,1.23,0.44,0.76,3.07,1.13,0.22,3.95,0.00,0.41,0.00,0.00,0.34,0.22,0.83,0.00,0.35,,,,1.19,0.37,0.24,1.21,0.37,2.45,0.25,1.33,0,0.24,0.23,0
04-Jul,Steelhead,0.00,2.98,0.00,13.69,1.07,0.00,0.00,0.74,3.44,1.58,0.48,0.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.77,0.00,0.00,0.00,0.00,0.00,0.00,0.29,3.60,0.61,0.58,5.47,13.69,0.00,5.24,2.32,1.81,0.59,0.29,3.23,0.37,0.86,1.23,0.90,1.07,3.07,1.13,0.68,5.11,0.00,1.16,0.00,0.41,0.34,0.52,1.06,0.00,0.35,,,,1.19,0.37,0.47,1.21,0.37,2.45,0.49,2.29,0,0.24,0.23,0.37
05-Jul,Steelhead,0.00,3.18,0.00,14.60,1.29,0.00,0.00,0.85,4.05,1.93,0.61,1.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.77,0.00,0.00,0.00,0.00,0.00,0.31,0.59,4.06,0.61,0.88,6.81,14.60,0.00,8.18,2.78,1.81,0.82,0.29,3.23,0.67,0.86,1.23,0.90,1.64,3.07,1.13,0.68,7.76,0.00,1.55,0.00,0.41,0.34,0.85,1.06,0.32,0.35,,,,1.41,0.37,0.47,1.21,0.37,2.81,0.74,3.63,0,0.24,0.23,0.37
06-Jul,Steelhead,0.00,3.43,0.00,15.54,1.51,0.00,0.19,0.95,4.57,2.08,0.85,1.38,0.00,0.00,0.00,0.00,0.46,0.00,0.30,0.00,0.00,0.00,0.00,0.00,1.14,0.00,3.23,0.00,0.00,0.00,0.00,0.00,0.62,0.88,4.06,0.61,1.18,7.43,15.54,0.00,10.30,3.07,2.70,0.82,0.29,3.23,0.67,1.14,1.23,0.90,1.94,3.07,1.13,0.68,8.66,0.00,2.12,0.00,0.97,0.56,0.85,1.06,0.91,0.35,,,,1.41,0.37,0.82,1.37,0.37,3.52,0.74,4.6,0.35,0.24,0.23,0.37
07-Jul,Steelhead,0.00,4.48,0.00,16.93,1.86,0.00,0.51,1.07,5.32,2.54,1.09,1.74,0.00,0.00,0.00,0.00,0.46,0.29,0.30,0.00,0.00,0.00,2.61,0.00,1.41,0.00,3.53,0.00,0.00,0.00,0.00,0.00,0.62,0.88,4.95,0.61,1.81,7.69,16.93,0.61,12.36,4.59,3.54,0.82,0.52,3.23,0.67,1.68,1.53,1.35,2.54,3.07,1.42,0.68,11.12,0.00,2.98,0.00,1.35,0.97,0.85,1.06,1.13,0.35,,,,1.41,0.37,0.82,1.37,0.37,4.23,1.23,7.03,0.35,0.24,0.23,0.6
08-Jul,Steelhead,0.00,5.59,0.00,17.87,2.25,0.24,0.87,1.33,6.11,2.89,1.24,2.27,0.95,0.00,0.00,0.00,0.46,0.56,0.30,0.31,0.00,0.00,5.60,0.00,1.41,0.00,4.13,0.00,0.00,0.00,1.67,0.00,0.62,1.17,4.95,0.61,1.81,7.98,17.87,1.44,15.18,6.70,3.54,1.11,1.14,3.23,0.67,1.68,1.53,1.65,2.98,3.07,1.42,0.68,13.85,0.00,2.98,0.00,2.33,0.97,0.85,1.06,1.34,0.35,,,,1.41,0.37,1.18,2.23,1.69,5.57,1.23,8.44,0.35,0.24,0.23,1.05
09-Jul,Steelhead,0.00,6.83,0.00,18.67,2.68,0.45,1.44,1.59,6.88,3.38,1.38,2.72,0.95,0.56,0.00,0.30,1.43,0.84,0.91,1.77,0.00,0.00,7.08,0.99,1.41,0.00,4.97,0.00,0.00,0.00,2.28,0.00,0.62,2.05,4.95,0.92,2.21,8.84,17.87,1.74,18.67,7.31,4.41,1.71,1.41,3.48,0.67,1.68,2.38,1.65,4.31,3.07,1.94,0.68,16.06,0.00,2.98,0.00,2.33,1.15,1.28,1.39,1.57,0.35,,,,1.41,0.60,1.54,2.62,2.40,6.26,1.23,10.49,0.35,0.24,0.23,1.27
10-Jul,Steelhead,0.07,8.11,0.00,20.16,3.23,0.61,2.36,2.00,7.35,3.73,1.93,3.53,1.56,0.56,0.00,0.30,2.83,1.14,1.21,1.77,0.00,0.96,12.00,1.29,2.14,0.30,6.13,0.00,0.00,0.00,2.59,0.00,0.62,4.40,5.23,0.92,2.21,9.33,18.48,2.19,20.16,8.08,4.41,1.71,2.32,3.48,0.67,1.68,2.65,1.65,5.63,3.36,2.75,0.68,16.51,0.29,3.80,0.00,3.59,1.15,2.34,2.48,1.57,0.54,,,,2.12,0.60,2.23,3.03,2.64,8.12,1.59,13.9,0.35,0.69,0.23,1.51
11-Jul,Steelhead,0.29,9.19,0.00,27.23,3.84,1.08,2.95,2.26,8.82,4.25,2.37,4.01,2.76,0.56,0.69,0.30,3.74,1.64,1.51,1.77,0.00,0.96,15.03,1.61,2.60,0.61,6.94,0.00,0.00,0.29,2.89,0.00,0.62,5.21,5.54,0.92,2.99,10.45,21.18,2.65,27.23,8.36,6.13,1.71,2.92,3.48,1.63,1.68,4.32,1.65,7.34,3.36,2.75,0.68,17.43,0.29,4.63,0.28,4.52,1.15,3.15,3.13,1.57,0.54,,,,2.12,0.60,2.23,3.03,3.60,9.54,1.95,15.93,0.35,0.69,0.58,1.72
12-Jul,Steelhead,0.32,10.51,0.00,31.89,4.39,1.30,3.55,2.47,9.85,4.85,2.76,4.68,3.34,0.56,1.00,0.30,3.74,1.64,2.44,2.70,0.00,1.59,17.34,1.61,3.50,0.91,7.47,0.00,0.00,0.29,2.89,0.48,0.62,5.77,6.15,0.92,3.43,11.04,22.68,2.65,31.89,9.99,6.72,2.58,2.92,3.48,1.63,3.33,4.83,1.65,9.79,3.36,2.75,0.68,18.80,0.29,5.14,0.28,5.73,1.37,3.99,3.13,1.90,0.54,,,,2.53,0.73,2.93,3.03,4.09,10.73,2.31,18.73,0.35,1.4,0.58,1.93
13-Jul,Steelhead,0.55,11.81,0.00,33.16,4.97,2.32,4.32,2.58,10.68,5.29,3.17,5.51,3.67,1.41,3.90,0.30,4.03,1.93,2.44,3.63,0.63,1.59,21.90,1.91,4.22,0.91,7.75,0.00,0.00,1.12,2.89,0.48,0.62,5.77,6.15,0.92,3.88,11.04,23.32,2.65,33.16,14.04,7.61,3.00,2.92,4.05,4.25,3.33,5.23,1.65,10.66,3.36,2.75,0.68,19.26,0.29,6.97,0.28,5.73,1.37,4.86,3.36,2.24,0.54,,,,2.53,1.99,3.41,3.66,4.79,12.14,2.66,21.47,0.83,1.64,0.58,1.93
14-Jul,Steelhead,0.59,13.96,0.00,37.66,5.66,2.74,5.29,2.79,11.76,6.03,3.37,6.47,3.86,1.75,4.75,0.61,4.33,3.24,2.75,4.25,0.95,1.59,27.16,2.48,5.20,0.91,8.03,0.30,0.00,1.12,3.14,0.48,0.62,6.08,6.44,1.53,4.31,11.04,24.45,2.94,37.66,16.55,8.49,3.00,3.35,4.64,6.52,4.19,5.23,1.94,12.13,3.81,2.75,0.68,21.37,0.29,6.97,0.28,6.17,1.37,5.72,3.69,2.24,0.54,,,,2.75,1.99,4.31,4.91,5.74,14.75,2.89,24.43,1.3,1.64,0.58,2.89
15-Jul,Steelhead,0.85,15.36,0.28,43.87,6.65,2.91,7.10,3.31,13.12,6.98,3.82,7.75,3.86,1.75,5.13,0.92,4.64,3.78,4.84,5.50,1.85,4.65,35.66,2.79,6.39,0.91,8.89,1.18,0.30,1.12,3.44,0.48,0.92,7.79,6.75,2.06,4.31,12.51,26.17,3.52,43.87,17.58,9.38,3.26,3.77,5.70,8.84,4.19,5.69,2.23,13.26,4.61,4.03,0.68,24.56,0.29,8.25,0.28,6.82,1.70,7.00,3.69,2.24,0.54,,,,3.79,2.61,4.76,6.89,6.46,16.26,3.37,29.97,1.53,1.89,0.82,2.89
16-Jul,Steelhead,1.00,18.09,0.29,48.33,7.66,3.15,8.58,4.02,14.59,7.72,4.42,9.17,4.50,1.75,5.45,0.92,5.58,4.85,5.96,6.12,3.75,6.23,39.85,3.89,8.22,1.36,9.98,1.18,2.10,1.69,3.74,0.48,1.23,9.95,7.59,2.06,4.31,13.86,28.35,4.07,48.33,20.60,11.74,3.26,4.56,5.70,9.45,4.47,7.00,3.07,15.00,4.61,4.49,0.68,26.76,0.29,9.66,0.57,7.44,2.02,8.56,4.30,2.24,0.54,,,,4.46,3.59,7.02,7.52,6.80,19.41,3.6,34.99,1.88,2.37,0.82,3.2
17-Jul,Steelhead,1.59,22.05,0.48,49.85,8.66,4.07,9.67,4.59,15.96,8.62,5.13,10.68,6.39,1.75,6.31,1.81,6.52,5.79,5.96,9.45,4.07,8.08,42.05,4.45,8.51,1.79,10.27,2.02,2.98,2.51,4.07,0.48,1.52,11.76,8.03,2.06,4.64,13.86,32.33,5.17,49.85,25.53,12.53,4.04,4.86,5.70,11.06,4.47,8.42,3.62,16.85,4.91,4.49,0.68,29.47,0.85,12.29,1.12,8.24,2.90,8.56,4.72,2.68,0.54,,,,5.74,3.83,8.22,7.74,8.23,24.28,3.82,39.75,1.88,3.32,0.82,3.79
18-Jul,Steelhead,1.79,25.20,0.54,51.33,9.85,4.49,10.93,5.05,17.41,9.92,6.20,12.16,7.78,1.75,6.60,1.81,7.00,6.09,6.90,14.48,5.56,8.99,44.31,4.45,9.69,1.79,12.05,2.33,3.91,2.51,4.07,1.35,1.81,12.20,8.03,2.06,5.24,14.71,36.81,6.83,51.33,26.73,15.41,5.09,5.17,5.70,13.95,4.47,9.91,4.52,19.08,4.91,4.49,1.28,34.33,0.85,15.72,2.17,9.35,3.11,9.79,5.58,3.33,0.54,,,,7.01,5.39,9.53,8.76,9.25,26.93,4.23,43.81,2.25,4.38,1.18,
19-Jul,Steelhead,2.13,26.17,0.98,55.30,11.05,5.40,12.19,5.81,19.05,10.94,7.11,13.91,10.51,1.75,6.93,2.39,7.00,6.42,7.34,18.43,6.14,12.08,45.65,4.45,11.63,2.74,12.05,4.27,5.97,2.51,4.33,1.85,2.73,12.67,9.57,2.06,5.53,16.49,37.71,7.11,55.30,27.15,22.26,6.13,5.48,6.14,17.33,5.04,10.98,4.52,19.39,4.91,4.49,1.28,38.12,1.98,17.28,2.91,10.02,3.31,11.98,7.03,3.33,0.98,,,,7.71,6.07,10.38,9.19,12.02,31.06,4.63,50.35,2.94,4.74,1.66,
20-Jul,Steelhead,2.78,28.82,1.28,63.37,12.55,6.78,13.97,6.43,21.14,12.47,8.11,15.90,13.13,2.77,7.87,3.32,7.00,6.71,11.47,20.77,9.38,16.17,46.98,5.07,13.41,2.74,12.96,4.58,6.96,2.80,4.96,2.30,3.02,13.26,11.21,2.06,6.41,17.37,41.66,7.69,63.37,29.47,26.21,6.42,5.48,6.14,20.39,5.63,11.27,5.01,20.33,4.91,4.49,1.28,46.61,3.38,18.06,3.23,13.01,3.31,12.66,9.40,3.33,1.85,,,,8.15,6.07,11.72,10.51,13.35,34.55,6.41,59.2,3.28,5.78,2.13,
21-Jul,Steelhead,3.12,30.31,1.71,69.28,14.02,7.75,15.53,6.76,22.92,13.89,9.29,18.67,14.31,3.29,10.05,3.32,7.91,9.20,15.97,21.60,9.99,18.05,50.74,5.40,13.72,2.74,13.41,4.88,8.79,2.80,4.96,2.30,3.31,13.26,11.69,2.06,7.60,18.82,45.37,8.74,69.28,30.64,28.98,6.68,5.76,6.14,22.92,5.63,11.27,5.01,22.44,4.91,6.47,1.71,52.52,4.64,20.62,4.75,14.82,3.51,13.94,10.68,3.55,2.46,,,,9.63,8.13,12.19,12.75,14.52,41.00,6.86,69.09,6.01,6.48,3.08,
22-Jul,Steelhead,3.24,32.38,2.12,80.48,15.63,8.45,17.58,7.68,24.35,15.55,10.27,21.66,15.83,4.00,10.05,3.86,10.02,11.49,20.76,24.95,10.90,21.31,53.02,6.27,14.03,3.03,13.71,5.73,11.31,3.05,5.85,2.30,3.91,13.83,14.64,2.33,8.50,21.08,47.56,11.30,70.46,33.00,29.90,7.53,6.37,6.69,23.36,5.93,11.27,5.46,25.32,5.19,8.79,2.12,60.25,6.41,23.09,6.51,15.66,3.93,14.61,11.92,3.98,2.46,,,,11.19,10.59,14.54,14.93,15.67,45.04,7.56,80.48,9.09,7.51,3.08,
23-Jul,Steelhead,3.79,34.34,2.30,86.54,17.12,9.23,19.35,8.65,25.92,16.66,11.61,24.21,17.77,4.00,10.05,5.03,10.98,14.31,23.60,29.86,11.20,22.97,55.39,7.48,14.66,3.03,15.50,5.73,15.67,3.36,6.14,2.30,3.91,13.83,17.20,2.74,10.00,24.04,49.37,12.05,72.52,35.12,31.23,7.81,8.96,6.96,23.36,5.93,12.70,6.28,26.63,5.73,9.38,2.52,65.12,7.59,25.12,7.63,16.29,4.52,16.91,14.66,5.08,2.62,,,,13.43,13.69,17.68,17.40,16.12,48.88,8.58,86.54,10.55,9.21,3.76,
24-Jul,Steelhead,4.12,36.03,2.52,93.13,18.89,11.27,21.41,9.37,27.62,18.01,13.76,26.94,23.71,4.31,10.61,6.40,13.28,14.87,25.08,32.70,11.81,24.76,61.50,8.29,17.84,3.92,17.01,7.82,16.41,3.36,6.14,3.18,4.19,14.32,17.94,3.18,11.40,28.89,50.83,12.82,74.43,36.27,35.06,8.35,9.56,7.47,23.83,5.93,13.53,6.28,30.04,7.66,12.42,2.52,66.92,9.56,28.81,8.98,18.58,6.26,22.96,16.29,5.41,2.79,,,,15.03,18.10,18.71,22.77,17.54,51.00,10.21,93.13,11.69,11.24,4.1,
25-Jul,Steelhead,4.53,37.62,2.78,100.16,20.87,12.74,23.61,10.48,29.49,19.93,16.13,29.82,26.30,4.68,11.35,8.58,16.60,15.16,28.43,35.25,12.24,27.80,66.01,8.29,21.13,5.15,21.86,9.14,17.33,3.65,6.14,3.18,4.49,15.36,19.41,4.07,12.42,32.77,53.16,13.96,77.45,37.65,37.52,10.02,10.44,8.28,26.02,6.79,14.83,6.28,34.00,8.27,14.35,2.78,73.61,10.97,34.14,12.50,21.72,7.44,26.47,18.56,5.41,2.79,,,,16.29,22.05,21.09,23.46,22.17,55.92,10.92,100.16,11.94,14.18,4.44,
26-Jul,Steelhead,5.04,43.13,2.78,103.92,22.74,14.11,25.80,11.64,31.36,21.20,18.96,32.29,28.00,4.97,12.43,10.96,17.49,16.09,34.68,40.31,15.31,28.39,67.96,8.88,22.77,6.01,28.77,10.77,17.33,3.65,6.43,3.18,4.79,15.36,20.59,5.34,13.65,34.45,54.87,13.96,78.91,42.32,43.33,11.28,10.90,8.79,28.01,6.79,15.90,6.28,35.35,9.16,16.35,2.78,78.12,11.86,39.14,17.21,25.62,8.76,31.38,19.61,6.73,3.18,,,,17.92,24.38,24.96,24.44,27.95,58.55,11.26,103.92,12.91,16.59,4.44,
27-Jul,Steelhead,5.33,51.94,2.78,110.20,24.93,15.38,27.86,12.78,34.15,23.40,22.04,34.84,29.96,4.97,14.72,11.79,17.81,16.40,39.43,43.96,17.98,29.31,70.89,9.78,24.41,8.60,34.19,10.77,17.33,3.65,7.41,4.73,4.79,16.20,22.37,6.17,17.89,35.91,56.70,15.24,79.52,46.05,53.41,12.45,13.74,9.48,30.40,7.91,17.09,7.17,35.35,9.63,18.25,2.78,89.54,14.44,45.68,20.06,32.59,10.24,34.67,21.45,7.03,4.60,,,,19.16,27.55,27.31,25.35,32.22,62.64,12.39,110.2,13.36,18.17,5.12,
28-Jul,Steelhead,6.27,56.69,3.60,115.95,27.04,16.83,29.59,13.28,36.32,25.93,25.12,38.05,32.48,4.97,15.79,14.03,19.83,17.31,43.54,46.86,19.23,31.39,71.17,10.48,25.78,10.26,35.98,10.77,18.57,3.92,8.17,4.73,4.79,16.50,22.37,6.84,17.89,37.45,57.64,16.94,82.58,52.88,57.76,12.45,16.44,10.03,35.24,9.62,17.09,8.08,36.17,10.88,20.66,3.60,101.25,15.34,51.29,22.97,38.63,12.35,39.90,22.08,8.77,4.93,,,,20.37,35.27,28.58,26.28,36.33,67.62,13.7,115.95,15.42,20.93,6.13,
