"","CUID","Species","Year","CDN catch","US catch"
"797","284","SH","2016",NA,NA
"798","284","SH","2017",NA,NA
"799","284","SH","2018",NA,NA
"800","284","SH","2019",NA,NA
"801","284","SH","2020",NA,NA
"802","284","SH","2021",NA,NA
"803","284","SH","2022",NA,NA
"804","285","SH","1950",NA,NA
"805","285","SH","1951",NA,NA
"806","285","SH","1952",NA,NA
"807","285","SH","1953",NA,NA
"808","285","SH","1954",NA,NA
"809","285","SH","1955",NA,NA
"810","285","SH","1956",NA,NA
"811","285","SH","1957",NA,NA
"812","285","SH","1958",NA,NA
"813","285","SH","1959",NA,NA
"814","285","SH","1960",NA,NA
"815","285","SH","1961",NA,NA
"816","285","SH","1962",NA,NA
"817","285","SH","1963",NA,NA
"818","285","SH","1964",NA,NA
"819","285","SH","1965",NA,NA
"820","285","SH","1966",NA,NA
"821","285","SH","1967",NA,NA
"822","285","SH","1968",NA,NA
"823","285","SH","1969",NA,NA
"824","285","SH","1970",NA,NA
"825","285","SH","1971",NA,NA
"826","285","SH","1972",NA,NA
"827","285","SH","1973",NA,NA
"828","285","SH","1974",NA,NA
"829","285","SH","1975",NA,NA
"830","285","SH","1976",NA,NA
"831","285","SH","1977",NA,NA
"832","285","SH","1978",NA,NA
"833","285","SH","1979",NA,NA
"834","285","SH","1980",NA,NA
"835","285","SH","1981",NA,NA
"836","285","SH","1982",NA,NA
"837","285","SH","1983",NA,NA
"838","285","SH","1984",NA,NA
"839","285","SH","1985",NA,NA
"840","285","SH","1986",NA,NA
"841","285","SH","1987",NA,NA
"842","285","SH","1988",NA,NA
"843","285","SH","1989",NA,NA
"844","285","SH","1990",NA,NA
"845","285","SH","1991",NA,NA
"846","285","SH","1992",NA,NA
"847","285","SH","1993",NA,NA
"848","285","SH","1994",NA,NA
"849","285","SH","1995",NA,NA
"850","285","SH","1996",NA,NA
"851","285","SH","1997",NA,NA
"852","285","SH","1998",NA,NA
"853","285","SH","1999",NA,NA
"854","285","SH","2000",NA,NA
"855","285","SH","2001",NA,NA
"856","285","SH","2002",NA,NA
"857","285","SH","2003",NA,NA
"858","285","SH","2004",NA,NA
"859","285","SH","2005",NA,NA
"860","285","SH","2006",NA,NA
"861","285","SH","2007",NA,NA
"862","285","SH","2008",NA,NA
"863","285","SH","2009",NA,NA
"864","285","SH","2010",NA,NA
"865","285","SH","2011",NA,NA
"866","285","SH","2012",NA,NA
"867","285","SH","2013",NA,NA
"868","285","SH","2014",NA,NA
"869","285","SH","2015",NA,NA
"870","285","SH","2016",NA,NA
"871","285","SH","2017",NA,NA
"872","285","SH","2018",NA,NA
"873","285","SH","2019",NA,NA
"874","285","SH","2020",NA,NA
"875","285","SH","2021",NA,NA
"876","285","SH","2022",NA,NA
"877","286","SH","1950",NA,NA
"878","286","SH","1951",NA,NA
"879","286","SH","1952",NA,NA
"880","286","SH","1953",NA,NA
"881","286","SH","1954",NA,NA
"882","286","SH","1955",NA,NA
"883","286","SH","1956",NA,NA
"884","286","SH","1957",NA,NA
"885","286","SH","1958",NA,NA
"886","286","SH","1959",NA,NA
"887","286","SH","1960",NA,NA
"888","286","SH","1961",NA,NA
"889","286","SH","1962",NA,NA
"890","286","SH","1963",NA,NA
"891","286","SH","1964",NA,NA
"892","286","SH","1965",NA,NA
"893","286","SH","1966",NA,NA
"894","286","SH","1967",NA,NA
"895","286","SH","1968",NA,NA
"896","286","SH","1969",NA,NA
"897","286","SH","1970",NA,NA
"898","286","SH","1971",NA,NA
"899","286","SH","1972",NA,NA
"900","286","SH","1973",NA,NA
"901","286","SH","1974",NA,NA
"902","286","SH","1975",NA,NA
"903","286","SH","1976",NA,NA
"904","286","SH","1977",NA,NA
"905","286","SH","1978",NA,NA
"906","286","SH","1979",NA,NA
"907","286","SH","1980",NA,NA
"908","286","SH","1981",NA,NA
"909","286","SH","1982",NA,NA
"910","286","SH","1983",NA,NA
"911","286","SH","1984",NA,NA
"912","286","SH","1985",NA,NA
"913","286","SH","1986",NA,NA
"914","286","SH","1987",NA,NA
"915","286","SH","1988",NA,NA
"916","286","SH","1989",NA,NA
"917","286","SH","1990",NA,NA
"918","286","SH","1991",NA,NA
"919","286","SH","1992",NA,NA
"920","286","SH","1993",NA,NA
"921","286","SH","1994",NA,NA
"922","286","SH","1995",NA,NA
"923","286","SH","1996",NA,NA
"924","286","SH","1997",NA,NA
"925","286","SH","1998",NA,NA
"926","286","SH","1999",NA,NA
"927","286","SH","2000",NA,NA
"928","286","SH","2001",NA,NA
"929","286","SH","2002",NA,NA
"930","286","SH","2003",NA,NA
"931","286","SH","2004",NA,NA
"932","286","SH","2005",NA,NA
"933","286","SH","2006",NA,NA
"934","286","SH","2007",NA,NA
"935","286","SH","2008",NA,NA
"936","286","SH","2009",NA,NA
"937","286","SH","2010",NA,NA
"938","286","SH","2011",NA,NA
"939","286","SH","2012",NA,NA
"940","286","SH","2013",NA,NA
"941","286","SH","2014",NA,NA
"942","286","SH","2015",NA,NA
"943","286","SH","2016",NA,NA
"944","286","SH","2017",NA,NA
"945","286","SH","2018",NA,NA
"946","286","SH","2019",NA,NA
"947","286","SH","2020",NA,NA
"948","286","SH","2021",NA,NA
"949","286","SH","2022",NA,NA
"950","287","SH","1950",NA,NA
"951","287","SH","1951",NA,NA
"952","287","SH","1952",NA,NA
"953","287","SH","1953",NA,NA
"954","287","SH","1954",NA,NA
"955","287","SH","1955",NA,NA
"956","287","SH","1956",NA,NA
"957","287","SH","1957",NA,NA
"958","287","SH","1958",NA,NA
"959","287","SH","1959",NA,NA
"960","287","SH","1960",NA,NA
"961","287","SH","1961",NA,NA
"962","287","SH","1962",NA,NA
"963","287","SH","1963",NA,NA
"964","287","SH","1964",NA,NA
"965","287","SH","1965",NA,NA
"966","287","SH","1966",NA,NA
"967","287","SH","1967",NA,NA
"968","287","SH","1968",NA,NA
"969","287","SH","1969",NA,NA
"970","287","SH","1970",NA,NA
"971","287","SH","1971",NA,NA
"972","287","SH","1972",NA,NA
"973","287","SH","1973",NA,NA
"974","287","SH","1974",NA,NA
"975","287","SH","1975",NA,NA
"976","287","SH","1976",NA,NA
"977","287","SH","1977",NA,NA
"978","287","SH","1978",NA,NA
"979","287","SH","1979",NA,NA
"980","287","SH","1980",NA,NA
"981","287","SH","1981",NA,NA
"982","287","SH","1982",NA,NA
"983","287","SH","1983",NA,NA
"984","287","SH","1984",NA,NA
"985","287","SH","1985",NA,NA
"986","287","SH","1986",NA,NA
"987","287","SH","1987",NA,NA
"988","287","SH","1988",NA,NA
"989","287","SH","1989",NA,NA
"990","287","SH","1990",NA,NA
"991","287","SH","1991",NA,NA
"992","287","SH","1992",NA,NA
"993","287","SH","1993",NA,NA
"994","287","SH","1994",NA,NA
"995","287","SH","1995",NA,NA
"996","287","SH","1996",NA,NA
"997","287","SH","1997",NA,NA
"998","287","SH","1998",NA,NA
"999","287","SH","1999",NA,NA
"1000","287","SH","2000",NA,NA
"1001","287","SH","2001",NA,NA
"1002","287","SH","2002",NA,NA
"1003","287","SH","2003",NA,NA
"1004","287","SH","2004",NA,NA
"1005","287","SH","2005",NA,NA
"1006","287","SH","2006",NA,NA
"1007","287","SH","2007",NA,NA
"1008","287","SH","2008",NA,NA
"1009","287","SH","2009",NA,NA
"1010","287","SH","2010",NA,NA
"1011","287","SH","2011",NA,NA
"1012","287","SH","2012",NA,NA
"1013","287","SH","2013",NA,NA
"1014","287","SH","2014",NA,NA
"1015","287","SH","2015",NA,NA
"1016","287","SH","2016",NA,NA
"1017","287","SH","2017",NA,NA
"1018","287","SH","2018",NA,NA
"1019","287","SH","2019",NA,NA
"1020","287","SH","2020",NA,NA
"1021","287","SH","2021",NA,NA
"1022","287","SH","2022",NA,NA
"1023","288","SH","1950",NA,NA
"1024","288","SH","1951",NA,NA
"1025","288","SH","1952",NA,NA
"1026","288","SH","1953",NA,NA
"1027","288","SH","1954",NA,NA
"1028","288","SH","1955",NA,NA
"1029","288","SH","1956",NA,NA
"1030","288","SH","1957",NA,NA
"1031","288","SH","1958",NA,NA
"1032","288","SH","1959",NA,NA
"1033","288","SH","1960",NA,NA
"1034","288","SH","1961",NA,NA
"1035","288","SH","1962",NA,NA
"1036","288","SH","1963",NA,NA
"1037","288","SH","1964",NA,NA
"1038","288","SH","1965",NA,NA
"1039","288","SH","1966",NA,NA
"1040","288","SH","1967",NA,NA
"1041","288","SH","1968",NA,NA
"1042","288","SH","1969",NA,NA
"1043","288","SH","1970",NA,NA
"1044","288","SH","1971",NA,NA
"1045","288","SH","1972",NA,NA
"1046","288","SH","1973",NA,NA
"1047","288","SH","1974",NA,NA
"1048","288","SH","1975",NA,NA
"1049","288","SH","1976",NA,NA
"1050","288","SH","1977",NA,NA
"1051","288","SH","1978",NA,NA
"1052","288","SH","1979",NA,NA
"1053","288","SH","1980",NA,NA
"1054","288","SH","1981",NA,NA
"1055","288","SH","1982",NA,NA
"1056","288","SH","1983",NA,NA
"1057","288","SH","1984",NA,NA
"1058","288","SH","1985",NA,NA
"1059","288","SH","1986",NA,NA
"1060","288","SH","1987",NA,NA
"1061","288","SH","1988",NA,NA
"1062","288","SH","1989",NA,NA
"1063","288","SH","1990",NA,NA
"1064","288","SH","1991",NA,NA
"1065","288","SH","1992",NA,NA
"1066","288","SH","1993",NA,NA
"1067","288","SH","1994",NA,NA
"1068","288","SH","1995",NA,NA
"1069","288","SH","1996",NA,NA
"1070","288","SH","1997",NA,NA
"1071","288","SH","1998",NA,NA
"1072","288","SH","1999",NA,NA
"1073","288","SH","2000",NA,NA
"1074","288","SH","2001",NA,NA
"1075","288","SH","2002",NA,NA
"1076","288","SH","2003",NA,NA
"1077","288","SH","2004",NA,NA
"1078","288","SH","2005",NA,NA
"1079","288","SH","2006",NA,NA
"1080","288","SH","2007",NA,NA
"1081","288","SH","2008",NA,NA
"1082","288","SH","2009",NA,NA
"1083","288","SH","2010",NA,NA
"1084","288","SH","2011",NA,NA
"1085","288","SH","2012",NA,NA
"1086","288","SH","2013",NA,NA
"1087","288","SH","2014",NA,NA
"1088","288","SH","2015",NA,NA
"1089","288","SH","2016",NA,NA
"1090","288","SH","2017",NA,NA
"1091","288","SH","2018",NA,NA
"1092","288","SH","2019",NA,NA
"1093","288","SH","2020",NA,NA
"1094","288","SH","2021",NA,NA
"1095","288","SH","2022",NA,NA
"1096","289","SH","1950",NA,NA
"1097","289","SH","1951",NA,NA
"1098","289","SH","1952",NA,NA
"1099","289","SH","1953",NA,NA
"1100","289","SH","1954",NA,NA
"1101","289","SH","1955",NA,NA
"1102","289","SH","1956",NA,NA
"1103","289","SH","1957",NA,NA
"1104","289","SH","1958",NA,NA
"1105","289","SH","1959",NA,NA
"1106","289","SH","1960",NA,NA
"1107","289","SH","1961",NA,NA
"1108","289","SH","1962",NA,NA
"1109","289","SH","1963",NA,NA
"1110","289","SH","1964",NA,NA
"1111","289","SH","1965",NA,NA
"1112","289","SH","1966",NA,NA
"1113","289","SH","1967",NA,NA
"1114","289","SH","1968",NA,NA
"1115","289","SH","1969",NA,NA
"1116","289","SH","1970",NA,NA
"1117","289","SH","1971",NA,NA
"1118","289","SH","1972",NA,NA
"1119","289","SH","1973",NA,NA
"1120","289","SH","1974",NA,NA
"1121","289","SH","1975",NA,NA
"1122","289","SH","1976",NA,NA
"1123","289","SH","1977",NA,NA
"1124","289","SH","1978",NA,NA
"1125","289","SH","1979",NA,NA
"1126","289","SH","1980",NA,NA
"1127","289","SH","1981",NA,NA
"1128","289","SH","1982",NA,NA
"1129","289","SH","1983",NA,NA
"1130","289","SH","1984",NA,NA
"1131","289","SH","1985",NA,NA
"1132","289","SH","1986",NA,NA
"1133","289","SH","1987",NA,NA
"1134","289","SH","1988",NA,NA
"1135","289","SH","1989",NA,NA
"1136","289","SH","1990",NA,NA
"1137","289","SH","1991",NA,NA
"1138","289","SH","1992",NA,NA
"1139","289","SH","1993",NA,NA
"1140","289","SH","1994",NA,NA
"1141","289","SH","1995",NA,NA
"1142","289","SH","1996",NA,NA
"1143","289","SH","1997",NA,NA
"1144","289","SH","1998",NA,NA
"1145","289","SH","1999",NA,NA
"1146","289","SH","2000",NA,NA
"1147","289","SH","2001",NA,NA
"1148","289","SH","2002",NA,NA
"1149","289","SH","2003",NA,NA
"1150","289","SH","2004",NA,NA
"1151","289","SH","2005",NA,NA
"1152","289","SH","2006",NA,NA
"1153","289","SH","2007",NA,NA
"1154","289","SH","2008",NA,NA
"1155","289","SH","2009",NA,NA
"1156","289","SH","2010",NA,NA
"1157","289","SH","2011",NA,NA
"1158","289","SH","2012",NA,NA
"1159","289","SH","2013",NA,NA
"1160","289","SH","2014",NA,NA
"1161","289","SH","2015",NA,NA
"1162","289","SH","2016",NA,NA
"1163","289","SH","2017",NA,NA
"1164","289","SH","2018",NA,NA
"1165","289","SH","2019",NA,NA
"1166","289","SH","2020",NA,NA
"1167","289","SH","2021",NA,NA
"1168","289","SH","2022",NA,NA
"1169","290","SH","1950",NA,NA
"1170","290","SH","1951",NA,NA
"1171","290","SH","1952",NA,NA
"1172","290","SH","1953",NA,NA
"1173","290","SH","1954",NA,NA
"1174","290","SH","1955",NA,NA
"1175","290","SH","1956",NA,NA
"1176","290","SH","1957",NA,NA
"1177","290","SH","1958",NA,NA
"1178","290","SH","1959",NA,NA
"1179","290","SH","1960",NA,NA
"1180","290","SH","1961",NA,NA
"1181","290","SH","1962",NA,NA
"1182","290","SH","1963",NA,NA
"1183","290","SH","1964",NA,NA
"1184","290","SH","1965",NA,NA
"1185","290","SH","1966",NA,NA
"1186","290","SH","1967",NA,NA
"1187","290","SH","1968",NA,NA
"1188","290","SH","1969",NA,NA
"1189","290","SH","1970",NA,NA
"1190","290","SH","1971",NA,NA
"1191","290","SH","1972",NA,NA
"1192","290","SH","1973",NA,NA
"1193","290","SH","1974",NA,NA
"1194","290","SH","1975",NA,NA
"1195","290","SH","1976",NA,NA
"1196","290","SH","1977",NA,NA
"1197","290","SH","1978",NA,NA
"1198","290","SH","1979",NA,NA
"1199","290","SH","1980",NA,NA
"1200","290","SH","1981",NA,NA
"1201","290","SH","1982",NA,NA
"1202","290","SH","1983",NA,NA
"1203","290","SH","1984",NA,NA
"1204","290","SH","1985",NA,NA
"1205","290","SH","1986",NA,NA
"1206","290","SH","1987",NA,NA
"1207","290","SH","1988",NA,NA
"1208","290","SH","1989",NA,NA
"1209","290","SH","1990",NA,NA
"1210","290","SH","1991",NA,NA
"1211","290","SH","1992",NA,NA
"1212","290","SH","1993",NA,NA
"1213","290","SH","1994",NA,NA
"1214","290","SH","1995",NA,NA
"1215","290","SH","1996",NA,NA
"1216","290","SH","1997",NA,NA
"1217","290","SH","1998",NA,NA
"1218","290","SH","1999",NA,NA
"1219","290","SH","2000",NA,NA
"1220","290","SH","2001",NA,NA
"1221","290","SH","2002",NA,NA
"1222","290","SH","2003",NA,NA
"1223","290","SH","2004",NA,NA
"1224","290","SH","2005",NA,NA
"1225","290","SH","2006",NA,NA
"1226","290","SH","2007",NA,NA
"1227","290","SH","2008",NA,NA
"1228","290","SH","2009",NA,NA
"1229","290","SH","2010",NA,NA
"1230","290","SH","2011",NA,NA
"1231","290","SH","2012",NA,NA
"1232","290","SH","2013",NA,NA
"1233","290","SH","2014",NA,NA
"1234","290","SH","2015",NA,NA
"1235","290","SH","2016",NA,NA
"1236","290","SH","2017",NA,NA
"1237","290","SH","2018",NA,NA
"1238","290","SH","2019",NA,NA
"1239","290","SH","2020",NA,NA
"1240","290","SH","2021",NA,NA
"1241","290","SH","2022",NA,NA
"1242","480","SH","1950",NA,NA
"1243","480","SH","1951",NA,NA
"1244","480","SH","1952",NA,NA
"1245","480","SH","1953",NA,NA
"1246","480","SH","1954",NA,NA
"1247","480","SH","1955",NA,NA
"1248","480","SH","1956",NA,NA
"1249","480","SH","1957",NA,NA
"1250","480","SH","1958",NA,NA
"1251","480","SH","1959",NA,NA
"1252","480","SH","1960",NA,NA
"1253","480","SH","1961",NA,NA
"1254","480","SH","1962",NA,NA
"1255","480","SH","1963",NA,NA
"1256","480","SH","1964",NA,NA
"1257","480","SH","1965",NA,NA
"1258","480","SH","1966",NA,NA
"1259","480","SH","1967",NA,NA
"1260","480","SH","1968",NA,NA
"1261","480","SH","1969",NA,NA
"1262","480","SH","1970",NA,NA
"1263","480","SH","1971",NA,NA
"1264","480","SH","1972",NA,NA
"1265","480","SH","1973",NA,NA
"1266","480","SH","1974",NA,NA
"1267","480","SH","1975",NA,NA
"1268","480","SH","1976",NA,NA
"1269","480","SH","1977",NA,NA
"1270","480","SH","1978",NA,NA
"1271","480","SH","1979",NA,NA
"1272","480","SH","1980",NA,NA
"1273","480","SH","1981",NA,NA
"1274","480","SH","1982",NA,NA
"1275","480","SH","1983",NA,NA
"1276","480","SH","1984",NA,NA
"1277","480","SH","1985",NA,NA
"1278","480","SH","1986",NA,NA
"1279","480","SH","1987",NA,NA
"1280","480","SH","1988",NA,NA
"1281","480","SH","1989",NA,NA
"1282","480","SH","1990",NA,NA
"1283","480","SH","1991",NA,NA
"1284","480","SH","1992",NA,NA
"1285","480","SH","1993",NA,NA
"1286","480","SH","1994","1595","4647"
"1287","480","SH","1995","850","2150"
"1288","480","SH","1996","3420","12736"
"1289","480","SH","1997","515","10350"
"1290","480","SH","1998","1128","17784"
"1291","480","SH","1999","4945","7819"
"1292","480","SH","2000","2482","4209"
"1293","480","SH","2001","1260","12366"
"1294","480","SH","2002","1983","2320"
"1295","480","SH","2003","1400","6068"
"1296","480","SH","2004","700","5262"
"1297","480","SH","2005","419","3696"
"1298","480","SH","2006","549","1846"
"1299","480","SH","2007","274","15560"
"1300","480","SH","2008","543","3940"
"1301","480","SH","2009","570","19051"
"1302","480","SH","2010","838","4034"
"1303","480","SH","2011","1553","5487"
"1304","480","SH","2012","666","1992"
"1305","480","SH","2013","604","2301"
"1306","480","SH","2014","643","4760"
"1307","480","SH","2015","1805","5724"
"1308","480","SH","2016","596","7987"
"1309","480","SH","2017","237","1168"
"1310","480","SH","2018","685","3993"
"1311","480","SH","2019","103","3796"
"1312","480","SH","2020","121","763"
"1313","480","SH","2021","68","2978"
"1314","480","SH","2022","171","4473"
"1315","481","SH","1950",NA,NA
"1316","481","SH","1951",NA,NA
"1317","481","SH","1952",NA,NA
"1318","481","SH","1953",NA,NA
"1319","481","SH","1954",NA,NA
"1320","481","SH","1955",NA,NA
"1321","481","SH","1956",NA,NA
"1322","481","SH","1957",NA,NA
"1323","481","SH","1958",NA,NA
"1324","481","SH","1959",NA,NA
"1325","481","SH","1960",NA,NA
"1326","481","SH","1961",NA,NA
"1327","481","SH","1962",NA,NA
"1328","481","SH","1963",NA,NA
"1329","481","SH","1964",NA,NA
"1330","481","SH","1965",NA,NA
"1331","481","SH","1966",NA,NA
"1332","481","SH","1967",NA,NA
"1333","481","SH","1968",NA,NA
"1334","481","SH","1969",NA,NA
"1335","481","SH","1970",NA,NA
"1336","481","SH","1971",NA,NA
"1337","481","SH","1972",NA,NA
"1338","481","SH","1973",NA,NA
"1339","481","SH","1974",NA,NA
"1340","481","SH","1975",NA,NA
"1341","481","SH","1976",NA,NA
"1342","481","SH","1977",NA,NA
"1343","481","SH","1978",NA,NA
"1344","481","SH","1979",NA,NA
"1345","481","SH","1980",NA,NA
"1346","481","SH","1981",NA,NA
"1347","481","SH","1982",NA,NA
"1348","481","SH","1983",NA,NA
"1349","481","SH","1984",NA,NA
"1350","481","SH","1985",NA,NA
"1351","481","SH","1986",NA,NA
"1352","481","SH","1987",NA,NA
"1353","481","SH","1988",NA,NA
"1354","481","SH","1989",NA,NA
"1355","481","SH","1990",NA,NA
"1356","481","SH","1991",NA,NA
"1357","481","SH","1992",NA,NA
"1358","481","SH","1993",NA,NA
"1359","481","SH","1994",NA,NA
"1360","481","SH","1995",NA,NA
"1361","481","SH","1996",NA,NA
"1362","481","SH","1997",NA,NA
"1363","481","SH","1998",NA,NA
"1364","481","SH","1999",NA,NA
"1365","481","SH","2000",NA,NA
"1366","481","SH","2001",NA,NA
"1367","481","SH","2002",NA,NA
"1368","481","SH","2003",NA,NA
"1369","481","SH","2004",NA,NA
"1370","481","SH","2005",NA,NA
"1371","481","SH","2006",NA,NA
"1372","481","SH","2007",NA,NA
"1373","481","SH","2008",NA,NA
"1374","481","SH","2009",NA,NA
"1375","481","SH","2010",NA,NA
"1376","481","SH","2011",NA,NA
"1377","481","SH","2012",NA,NA
"1378","481","SH","2013",NA,NA
"1379","481","SH","2014",NA,NA
"1380","481","SH","2015",NA,NA
"1381","481","SH","2016",NA,NA
"1382","481","SH","2017",NA,NA
"1383","481","SH","2018",NA,NA
"1384","481","SH","2019",NA,NA
"1385","481","SH","2020",NA,NA
"1386","481","SH","2021",NA,NA
"1387","481","SH","2022",NA,NA
"1388","680","SH","1950",NA,NA
"1389","680","SH","1951",NA,NA
"1390","680","SH","1952",NA,NA
"1391","680","SH","1953",NA,NA
"1392","680","SH","1954",NA,NA
"1393","680","SH","1955",NA,NA
"1394","680","SH","1956",NA,NA
"1395","680","SH","1957",NA,NA
"1396","680","SH","1958",NA,NA
"1397","680","SH","1959",NA,NA
"1398","680","SH","1960",NA,NA
"1399","680","SH","1961",NA,NA
"1400","680","SH","1962",NA,NA
"1401","680","SH","1963",NA,NA
"1402","680","SH","1964",NA,NA
"1403","680","SH","1965",NA,NA
"1404","680","SH","1966",NA,NA
"1405","680","SH","1967",NA,NA
"1406","680","SH","1968",NA,NA
"1407","680","SH","1969",NA,NA
"1408","680","SH","1970",NA,NA
"1409","680","SH","1971",NA,NA
"1410","680","SH","1972",NA,NA
"1411","680","SH","1973",NA,NA
"1412","680","SH","1974",NA,NA
"1413","680","SH","1975",NA,NA
"1414","680","SH","1976",NA,NA
"1415","680","SH","1977",NA,NA
"1416","680","SH","1978",NA,NA
"1417","680","SH","1979",NA,NA
"1418","680","SH","1980",NA,NA
"1419","680","SH","1981",NA,NA
"1420","680","SH","1982",NA,NA
"1421","680","SH","1983",NA,NA
"1422","680","SH","1984",NA,NA
"1423","680","SH","1985",NA,NA
"1424","680","SH","1986",NA,NA
"1425","680","SH","1987",NA,NA
"1426","680","SH","1988",NA,NA
"1427","680","SH","1989",NA,NA
"1428","680","SH","1990",NA,NA
"1429","680","SH","1991",NA,NA
"1430","680","SH","1992",NA,NA
"1431","680","SH","1993",NA,NA
"1432","680","SH","1994",NA,NA
"1433","680","SH","1995",NA,NA
"1434","680","SH","1996",NA,NA
"1435","680","SH","1997",NA,NA
"1436","680","SH","1998",NA,NA
"1437","680","SH","1999",NA,NA
"1438","680","SH","2000",NA,NA
"1439","680","SH","2001",NA,NA
"1440","680","SH","2002",NA,NA
"1441","680","SH","2003",NA,NA
"1442","680","SH","2004",NA,NA
"1443","680","SH","2005",NA,NA
"1444","680","SH","2006",NA,NA
"1445","680","SH","2007",NA,NA
"1446","680","SH","2008",NA,NA
"1447","680","SH","2009",NA,NA
"1448","680","SH","2010",NA,NA
"1449","680","SH","2011",NA,NA
"1450","680","SH","2012",NA,NA
"1451","680","SH","2013",NA,NA
"1452","680","SH","2014",NA,NA
"1453","680","SH","2015",NA,NA
"1454","680","SH","2016",NA,NA
"1455","680","SH","2017",NA,NA
"1456","680","SH","2018",NA,NA
"1457","680","SH","2019",NA,NA
"1458","680","SH","2020",NA,NA
"1459","680","SH","2021",NA,NA
"1460","680","SH","2022",NA,NA
"1461","681","SH","1950",NA,NA
"1462","681","SH","1951",NA,NA
"1463","681","SH","1952",NA,NA
"1464","681","SH","1953",NA,NA
"1465","681","SH","1954",NA,NA
"1466","681","SH","1955",NA,NA
"1467","681","SH","1956",NA,NA
"1468","681","SH","1957",NA,NA
"1469","681","SH","1958",NA,NA
"1470","681","SH","1959",NA,NA
"1471","681","SH","1960",NA,NA
"1472","681","SH","1961",NA,NA
"1473","681","SH","1962",NA,NA
"1474","681","SH","1963",NA,NA
"1475","681","SH","1964",NA,NA
"1476","681","SH","1965",NA,NA
"1477","681","SH","1966",NA,NA
"1478","681","SH","1967",NA,NA
"1479","681","SH","1968",NA,NA
"1480","681","SH","1969",NA,NA
"1481","681","SH","1970",NA,NA
"1482","681","SH","1971",NA,NA
"1483","681","SH","1972",NA,NA
"1484","681","SH","1973",NA,NA
"1485","681","SH","1974",NA,NA
"1486","681","SH","1975",NA,NA
"1487","681","SH","1976",NA,NA
"1488","681","SH","1977",NA,NA
"1489","681","SH","1978",NA,NA
"1490","681","SH","1979",NA,NA
"1491","681","SH","1980",NA,NA
"1492","681","SH","1981",NA,NA
"1493","681","SH","1982",NA,NA
"1494","681","SH","1983",NA,NA
"1495","681","SH","1984",NA,NA
"1496","681","SH","1985",NA,NA
"1497","681","SH","1986",NA,NA
"1498","681","SH","1987",NA,NA
"1499","681","SH","1988",NA,NA
"1500","681","SH","1989",NA,NA
"1501","681","SH","1990",NA,NA
"1502","681","SH","1991",NA,NA
"1503","681","SH","1992",NA,NA
"1504","681","SH","1993",NA,NA
"1505","681","SH","1994",NA,NA
"1506","681","SH","1995",NA,NA
"1507","681","SH","1996",NA,NA
"1508","681","SH","1997",NA,NA
"1509","681","SH","1998",NA,NA
"1510","681","SH","1999",NA,NA
"1511","681","SH","2000",NA,NA
"1512","681","SH","2001",NA,NA
"1513","681","SH","2002",NA,NA
"1514","681","SH","2003",NA,NA
"1515","681","SH","2004",NA,NA
"1516","681","SH","2005",NA,NA
"1517","681","SH","2006",NA,NA
"1518","681","SH","2007",NA,NA
"1519","681","SH","2008",NA,NA
"1520","681","SH","2009",NA,NA
"1521","681","SH","2010",NA,NA
"1522","681","SH","2011",NA,NA
"1523","681","SH","2012",NA,NA
"1524","681","SH","2013",NA,NA
"1525","681","SH","2014",NA,NA
"1526","681","SH","2015",NA,NA
"1527","681","SH","2016",NA,NA
"1528","681","SH","2017",NA,NA
"1529","681","SH","2018",NA,NA
"1530","681","SH","2019",NA,NA
"1531","681","SH","2020",NA,NA
"1532","681","SH","2021",NA,NA
"1533","681","SH","2022",NA,NA
"1534","682","SH","1950",NA,NA
"1535","682","SH","1951",NA,NA
"1536","682","SH","1952",NA,NA
"1537","682","SH","1953",NA,NA
"1538","682","SH","1954",NA,NA
"1539","682","SH","1955",NA,NA
"1540","682","SH","1956",NA,NA
"1541","682","SH","1957",NA,NA
"1542","682","SH","1958",NA,NA
"1543","682","SH","1959",NA,NA
"1544","682","SH","1960",NA,NA
"1545","682","SH","1961",NA,NA
"1546","682","SH","1962",NA,NA
"1547","682","SH","1963",NA,NA
"1548","682","SH","1964",NA,NA
"1549","682","SH","1965",NA,NA
"1550","682","SH","1966",NA,NA
"1551","682","SH","1967",NA,NA
"1552","682","SH","1968",NA,NA
"1553","682","SH","1969",NA,NA
"1554","682","SH","1970",NA,NA
"1555","682","SH","1971",NA,NA
"1556","682","SH","1972",NA,NA
"1557","682","SH","1973",NA,NA
"1558","682","SH","1974",NA,NA
"1559","682","SH","1975",NA,NA
"1560","682","SH","1976",NA,NA
"1561","682","SH","1977",NA,NA
"1562","682","SH","1978",NA,NA
"1563","682","SH","1979",NA,NA
"1564","682","SH","1980",NA,NA
"1565","682","SH","1981",NA,NA
"1566","682","SH","1982",NA,NA
"1567","682","SH","1983",NA,NA
"1568","682","SH","1984",NA,NA
"1569","682","SH","1985",NA,NA
"1570","682","SH","1986",NA,NA
"1571","682","SH","1987",NA,NA
"1572","682","SH","1988",NA,NA
"1573","682","SH","1989",NA,NA
"1574","682","SH","1990",NA,NA
"1575","682","SH","1991",NA,NA
"1576","682","SH","1992",NA,NA
"1577","682","SH","1993",NA,NA
"1578","682","SH","1994",NA,NA
"1579","682","SH","1995",NA,NA
"1580","682","SH","1996",NA,NA
"1581","682","SH","1997",NA,NA
"1582","682","SH","1998",NA,NA
"1583","682","SH","1999",NA,NA
